Station Name,Waterway,Year,Phosphorous_Average,Phosphorous_Min,Phosphorous_Max,x,y,NO2_NO3_Average,NO2_NO3_Min,NO2_NO3_Max,Fecal_Coliform_Average,Fecal_Coliform_Min,Fecal_Coliform_Max,Chlorophyll-A_Average,Chlorophyll-A_Min,Chlorophyll-A_Max,NH3_Average,NH3_Min,NH3_Max,Chloride_Average,Chloride_Min,Chloride_Max,TKN_Average,TKN_Min,TKN_Max,Total_Dissolved_Solids_Average,Total_Dissolved_Solids_Min,Total_Dissolved_Solids_Max,SO4_Average,SO4_Min,SO4_Max,Suspended_Solids_Average,Suspended_Solids_Min,Suspended_Solids_Max,TOC_Average,TOC_Min,TOC_Max
Walnut Street,West Branch Du Page River,2009,2.34,1.2,3.98,-9811290.549648687,5160344.011074602,10.32,6.02,15.46,860.0,30.0,4400.0,6.0,1,20.0,0.1,0.03,0.22,120.0,101,413.0,2,1,2,594.0,330.0,994.0,60.0,40,74.0,12,4,28,7,5,9
Wells Street,Chicago River,2009,0.22,0.03,0.65,-9755339.676982597,5144145.544547021,1.94,0.28,4.6,250.0,40.0,510.0,2.0,1,4.0,0.2,0.05,0.38,64.0,15,242.0,1,0,1,324.0,156.0,616.0,32.0,22,43.0,6,3,9,3,2,3
Wentworth Avenue,Little Calumet River,2009,0.49,0.28,0.79,-9743762.861862704,5099049.677060608,3.83,1.8,6.01,2050.0,980.0,230000.0,8.0,3,25.0,0.37,0.05,1.58,107.0,53,182.0,1,1,2,560.0,320.0,704.0,98.0,58,132.0,51,15,86,7,5,9
Wille Road,Higgins Creek,2009,0.96,0.09,2.37,-9789066.534741784,5163778.873133089,8.26,1.57,14.33,630.0,9.0,9800.0,2.0,1,5.0,0.27,0.1,0.46,186.0,130,572.0,1,1,2,781.0,528.0,1514.0,82.0,53,97.0,7,2,20,5,4,6
Willow Springs Road,Des Plaines River,2009,0.58,0.22,1.33,-9782918.22214516,5121485.94585754,3.74,1.69,6.78,240.0,40.0,2000.0,28.0,2,157.0,0.13,0.03,0.32,167.0,119,277.0,1,1,2,595.0,464.0,730.0,58.0,42,87.0,26,12,44,6,4,8
Wilson Avenue,North Branch Chicago River,2009,1.03,0.26,1.46,-9762427.895694705,5155720.021993471,6.93,1.53,10.39,4950.0,2000.0,15000.0,3.0,0,7.0,0.43,0.11,1.02,170.0,78,706.0,1,1,2,614.0,326.0,1536.0,47.0,33,67.0,16,5,48,4,3,5
Wolf Road,Salt Creek,2009,1.12,0.29,2.53,-9785016.345950184,5134927.534095098,6.08,2.08,11.58,600.0,50.0,1800.0,8.0,1,19.0,0.13,0.06,0.2,199.0,126,424.0,1,1,2,728.0,498.0,1014.0,77.0,56,89.0,24,12,50,5,4,6
130th Street,Calumet River,2008,0.05,0.02,0.19,-9748530.69045206,5110104.230203494,0.65,0.23,1.16,30.0,9.0,460.0,5.0,2,8.0,0.19,0.06,0.61,51.0,22,223.0,1,0,1,397.0,222.0,636.0,63.0,22,106.0,8,4,13,2,1,4
170th Street,Thorn Creek,2008,1.38,0.51,2.88,-9748874.28283881,5099238.777878965,6.26,2.47,12.61,830.0,230.0,3200.0,8.0,3,13.0,0.2,0.02,0.5,182.0,77,340.0,1,1,1,1163.0,670.0,2052.0,423.0,222,910.0,24,7,66,5,3,6
Albany Avenue,North Branch Chicago River,2008,0.52,0.19,0.92,-9764088.462110575,5156857.124687181,2.84,1.05,6.55,560.0,120.0,20000.0,8.0,1,16.0,0.15,0.08,0.35,236.0,117,1103.0,1,1,2,883.0,402.0,2138.0,64.0,29,122.0,30,3,111,4,2,5
Archer Avenue,Bubbly Creek,2008,0.58,0.32,1.33,-9758696.948071493,5136817.240627698,3.63,0.45,7.28,415.0,90.0,1260000.0,11.0,1,38.0,0.77,0.3,1.87,170.0,61,412.0,2,1,4,576.0,298.0,840.0,55.0,26,115.0,15,10,25,4,2,7
Arlington Heights Road,Salt Creek,2008,0.24,0.07,0.47,-9796254.99295483,5162818.28541295,8.84,1.81,20.27,285.0,20.0,8400.0,12.0,3,40.0,0.09,0.01,0.22,235.0,134,1096.0,1,1,1,957.0,504.0,1844.0,75.0,58,99.0,8,3,15,4,2,5
Ashland Avenue,Little Calumet River,2008,0.99,0.33,2.95,-9758345.734333793,5108959.791525536,4.22,0.93,8.53,680.0,380.0,2200.0,8.0,2,14.0,0.22,0.03,0.46,185.0,57,296.0,1,1,2,833.0,324.0,1290.0,271.0,96,437.0,20,9,39,5,4,6
Ashland Avenue,Calumet-Sag Channel,2008,1.96,0.5,6.32,-9758306.686186207,5109440.062465825,4.84,1.82,8.5,2450.0,690.0,7600.0,8.0,3,17.0,0.35,0.15,0.61,176.0,64,532.0,1,1,2,712.0,396.0,1316.0,107.0,61,139.0,18,9,33,4,2,5
Belmont Avenue,Des Plaines River,2008,0.74,0.25,1.65,-9779371.53102385,5151588.097147647,4.58,1.96,9.03,290.0,60.0,4700.0,22.0,2,80.0,0.12,0.01,0.4,196.0,170,686.0,1,1,2,812.0,472.0,1356.0,75.0,52,94.0,32,10,141,5,4,6
Brookfield Avenue,Salt Creek,2008,0.73,0.37,1.4,-9778479.118246686,5134478.740255858,6.2,3,13.01,490.0,100.0,6000.0,6.0,1,11.0,0.21,0.05,0.54,250.0,145,761.0,1,1,2,857.0,516.0,1642.0,79.0,57,97.0,30,8,137,4,3,5
Burnham Avenue ,Wolf Lake Drain,2008,0.03,0.01,0.08,-9744778.986089032,5110875.941051556,0.12,0.02,0.28,30.0,9.0,200.0,7.0,3,15.0,0.12,0.03,0.28,65.0,56,86.0,1,1,1,295.0,262.0,330.0,48.0,37,61.0,6,&lt RL,20,4,3,5
Burnham Avenue,Grand Calumet River,2008,0.86,0.23,1.64,-9744810.951107476,5105915.20396417,1.98,0.07,7.87,570.0,20.0,49000.0,142.0,2,1006.0,2.2,0.44,4.55,133.0,93,185.0,5,2,9,770.0,586.0,868.0,170.0,113,243.0,24,5,57,9,4,13
Central Street,North Shore Channel,2008,0.05,&lt RL,0.16,-9761286.946422856,5170628.61713302,0.28,0.23,0.43,240.0,10.0,2600.0,6.0,1,25.0,0.15,0.07,0.57,19.0,12,376.0,0,0,1,316.0,172.0,844.0,35.0,21,87.0,13,5,25,2,1,3
Cicero Avenue,Calumet-Sag Channel,2008,1.8,0.59,3.57,-9766975.298081215,5109491.834437173,5.02,2.2,8.6,910.0,160.0,3500.0,8.0,2,23.0,0.39,0.18,0.91,169.0,69,343.0,1,1,2,672.0,432.0,1006.0,134.0,71,294.0,23,11,51,4,2,5
Cicero Avenue,Chicago Sanitary and Ship Canal,2008,0.65,0.19,1.2,-9767527.508297496,5134013.305608013,4.48,0.16,7.7,250.0,30.0,76000.0,4.0,1,12.0,0.66,0.17,2.32,170.0,47,487.0,2,1,4,587.0,304.0,900.0,54.0,27,76.0,17,7,24,3,2,4
Damen Avenue,Chicago Sanitary and Ship Canal,2008,0.65,0.23,1.56,-9759974.102935707,5137287.498239143,4.22,0.12,7.77,320.0,70.0,120000.0,3.0,1,9.0,0.58,0.23,1.68,143.0,53,462.0,1,1,3,541.0,268.0,830.0,49.0,24,75.0,16,9,30,3,2,4
Dempster Street,North Branch Chicago River,2008,0.62,0.22,1.39,-9772519.197048591,5167261.607014383,3.0,1.12,7.9,720.0,280.0,13000.0,9.0,1,20.0,0.2,0.07,0.38,197.0,129,523.0,1,1,2,735.0,424.0,1166.0,61.0,36,86.0,27,7,49,4,3,6
Devon Avenue,Salt Creek,2008,0.24,0.06,0.5,-9795587.075606022,5159923.790866642,8.69,1.98,19.84,480.0,130.0,8300.0,14.0,4,44.0,0.09,&lt RL,0.2,241.0,138,966.0,1,1,1,970.0,474.0,1844.0,75.0,53,99.0,12,5,34,4,2,5
Diversey Parkway,North Branch Chicago River,2008,0.89,0.43,1.56,-9760793.273420712,5150867.342273781,6.47,3.43,8.96,4050.0,2400.0,9400.0,4.0,1,6.0,0.43,0.23,0.65,160.0,100,631.0,1,1,2,687.0,414.0,1326.0,56.0,39,76.0,16,5,54,3,2,5
Dundee Road,West Fork North Branch Chicago River,2008,1.22,0.19,2.88,-9777719.3660057,5181767.818476338,5.9,0.19,15.04,1100.0,320.0,37000.0,14.0,4,45.0,0.49,0.11,1.46,282.0,222,665.0,2,1,3,965.0,622.0,1382.0,58.0,41,85.0,61,10,207,4,2,7
Elmhurst Road,Higgins Creek,2008,0.09,0.05,0.15,-9789503.463971144,5164194.269628853,0.54,0.21,0.96,1300.0,210.0,3200.0,26.0,7,92.0,0.21,0.12,0.36,452.0,235,1073.0,1,1,1,1161.0,690.0,2084.0,49.0,29,73.0,51,18,111,4,2,6
Ewing Avenue,Calumet River,2008,0.03,0.01,0.09,-9745075.86152176,5120263.120285954,0.39,0.24,0.63,10.0,9.0,120.0,2.0,1,6.0,0.05,&lt RL,0.11,30.0,12,67.0,0,0,0,221.0,176.0,278.0,30.0,20,41.0,6,1,9,1,1,2
Foster Avenue,North Shore Channel,2008,1.08,0.59,1.82,-9763248.504184216,5157380.484896455,7.23,3.72,11.81,7950.0,3900.0,15000.0,1.0,&lt RL,3.0,0.76,0.12,2.27,140.0,78,443.0,2,1,3,569.0,358.0,984.0,53.0,35,74.0,15,6,32,3,2,4
Frontage Road,Skokie River,2008,0.83,0.23,2.12,-9769467.187323028,5174142.560835846,4.03,1.26,10.5,145.0,30.0,6200.0,18.0,5,38.0,0.14,0.03,0.3,181.0,109,728.0,1,1,1,750.0,418.0,1552.0,62.0,39,91.0,24,11,50,4,2,7
Glenview Road,North Branch Chicago River,2008,0.68,0.21,1.72,-9770990.71844705,5171319.185344051,3.31,0.82,8.88,455.0,150.0,16000.0,11.0,3,27.0,0.18,0.07,0.3,205.0,101,829.0,1,1,2,771.0,372.0,1712.0,63.0,35,92.0,28,10,56,4,2,8
Golf Road,West Fork North Branch Chicago River,2008,0.42,0.25,0.81,-9771841.694236573,5169273.313312094,2.12,0.76,3.52,1150.0,390.0,6700.0,9.0,4,18.0,0.21,0.08,0.34,241.0,170,708.0,1,1,1,840.0,486.0,1468.0,63.0,40,92.0,23,5,57,4,2,5
Grand Avenue,North Branch Chicago River,2008,0.79,0.39,1.33,-9756156.248665707,5144758.297382973,5.7,2.94,9.47,2250.0,620.0,260000.0,4.0,1,9.0,0.61,0.33,1.13,159.0,109,916.0,2,1,3,690.0,408.0,1742.0,55.0,36,75.0,16,7,21,3,2,5
Halsted Street,Little Calumet River,2008,2.03,0.82,6.73,-9756147.689317685,5109826.122291395,5.15,2.7,8.1,3050.0,730.0,10000.0,8.0,1,16.0,0.34,0.15,0.54,170.0,55,476.0,1,1,2,695.0,358.0,1216.0,98.0,38,172.0,19,4,55,4,2,6
Harlem Avenue,Chicago Sanitary and Ship Canal,2008,0.85,0.21,2.25,-9774026.337077957,5131234.839862472,7.25,0.31,14.84,2650.0,870.0,590000.0,2.0,0,7.0,0.5,0.14,1.86,175.0,82,378.0,1,1,3,608.0,374.0,862.0,69.0,39,98.0,10,5,17,4,2,4
Higgins Road,Salt Creek,2008,0.13,0.06,0.17,-9797375.60963822,5165675.359292448,0.25,0.01,1.08,40.0,9.0,830.0,34.0,5,60.0,0.09,0.02,0.2,321.0,114,920.0,1,1,2,980.0,476.0,1912.0,71.0,47,100.0,32,16,47,5,3,6
Indiana Avenue,Little Calumet River,2008,0.38,0.05,1.37,-9753472.18145782,5108772.571885121,1.25,0.24,2.88,91.0,9.0,640.0,21.0,4,36.0,0.28,0.05,1.19,83.0,23,217.0,1,0,2,454.0,210.0,666.0,72.0,29,118.0,34,13,90,3,1,5
Joe Orr Road,Thorn Creek,2008,2.66,1.43,6.35,-9754419.852949658,5089457.720876058,10.15,6.91,14.3,1500.0,90.0,14000.0,4.0,1,8.0,0.24,0.04,0.72,160.0,111,285.0,1,1,2,1592.0,1338.0,2090.0,717.0,510,1010.0,8,4,16,5,4,6
Lake Shore Drive,Chicago River,2008,0.12,0.04,0.27,-9753112.184339533,5144283.186382862,0.94,0.09,2.61,20.0,9.0,60000.0,2.0,1,3.0,0.12,0.02,0.39,38.0,13,199.0,0,0,1,267.0,166.0,466.0,30.0,21,49.0,6,&lt RL,24,2,1,4
Lake Street,West Branch Du Page River,2008,2.12,0.34,3.72,-9810939.89297938,5157781.364521299,9.1,1.47,16.3,1250.0,20.0,4300.0,19.0,5,36.0,0.25,0.11,0.4,169.0,100,583.0,2,1,2,723.0,476.0,1328.0,68.0,39,100.0,35,22,60,5,4,7
Lake-Cook Road,Skokie River,2008,0.15,0.08,0.32,-9773171.65434657,5183881.030230567,0.62,0.2,1.23,515.0,130.0,24000.0,8.0,2,14.0,0.14,0.07,0.23,215.0,68,612.0,1,1,1,699.0,308.0,1120.0,60.0,28,92.0,27,3,110,4,3,8
Lake-Cook Road,Middle Fork North Branch Chicago River,2008,0.23,0.07,1.03,-9775428.966959778,5183330.473761027,0.79,0.07,4.86,1800.0,200.0,9100.0,11.0,2,23.0,0.19,0.02,0.56,270.0,127,603.0,1,1,2,776.0,424.0,1306.0,57.0,33,82.0,33,8,144,5,3,9
Lake-Cook Road,Des Plaines River,2008,0.93,0.2,2.6,-9786103.272410415,5183885.200209065,5.7,2.19,13.9,260.0,40.0,1100.0,19.0,4,74.0,0.09,0.02,0.18,182.0,138,408.0,1,1,1,723.0,404.0,1000.0,72.0,53,84.0,23,10,50,5,4,6
Lake-Cook Road,Buffalo Creek,2008,0.1,0.04,0.19,-9792683.493154095,5183751.728609537,0.34,0.06,0.79,200.0,20.0,11000.0,20.0,4,46.0,0.1,0.01,0.33,286.0,146,868.0,1,1,2,923.0,566.0,1774.0,88.0,43,149.0,29,17,63,6,3,13
Lockport Powerhouse,Chicago Sanitary and Ship Canal,2008,0.96,0.24,2.17,-9804834.0167114,5096870.642820761,5.52,0.12,10.78,270.0,9.0,33000.0,5.0,1,17.0,0.47,0.08,2.57,162.0,50,867.0,1,1,4,706.0,236.0,1718.0,87.0,33,130.0,23,7,208,4,2,5
Loomis Street,South Branch Chicago River,2008,0.61,0.19,1.21,-9758326.630046986,5137947.951214144,4.41,0.1,7.78,360.0,150.0,58000.0,3.0,1,10.0,0.52,0.17,1.17,149.0,52,453.0,1,1,3,531.0,252.0,822.0,50.0,28,75.0,18,12,33,3,2,4
Madison Street,South Branch Chicago River,2008,0.66,0.24,1.22,-9755836.894673718,5143332.001117509,4.31,0.12,7.6,2750.0,560.0,210000.0,4.0,1,12.0,0.49,0.22,1.04,134.0,47,438.0,1,1,3,547.0,278.0,1022.0,48.0,25,73.0,14,6,22,3,2,5
Material Service Road,Des Plaines River,2008,0.68,0.29,1.2,-9803757.593335949,5100729.017568359,4.65,2.37,8.06,60.0,9.0,750.0,26.0,4,118.0,0.08,&lt RL,0.22,193.0,105,654.0,1,1,2,801.0,412.0,1318.0,76.0,44,102.0,26,8,62,4,3,6
Oakton Street,Des Plaines River,2008,0.78,0.21,1.98,-9782189.77125312,5164756.208222484,4.52,1.86,11.76,450.0,70.0,2000.0,35.0,9,124.0,0.08,0.01,0.31,190.0,161,448.0,1,1,2,737.0,262.0,1140.0,70.0,51,86.0,26,14,70,5,3,6
Oakton Street,North Shore Channel,2008,0.47,0.01,1.86,-9763838.713194087,5164984.791142569,2.72,0.22,10.72,2200.0,120.0,29000.0,13.0,1,51.0,0.35,0.07,0.8,37.0,12,468.0,1,0,2,425.0,158.0,924.0,44.0,23,90.0,17,5,34,2,1,4
Ogden Avenue,Des Plaines River,2008,0.68,0.23,1.29,-9775033.160497827,5134155.08934849,4.8,2.48,9.85,250.0,120.0,3400.0,21.0,1,83.0,0.11,0.03,0.37,195.0,162,597.0,1,1,2,783.0,472.0,1368.0,75.0,63,89.0,29,12,81,4,3,6
Roosevelt Road,Des Plaines River,2008,0.7,0.22,1.46,-9776892.815460142,5140724.864266957,4.47,2.18,8.53,680.0,50.0,3000.0,23.0,1,85.0,0.12,0.02,0.42,195.0,165,623.0,1,1,2,807.0,390.0,1254.0,75.0,54,95.0,28,10,82,5,4,8
Route 19,Poplar Creek,2008,0.09,0.01,0.2,-9823047.74711789,5165577.94301833,0.31,0.16,0.83,130.0,20.0,2000.0,9.0,2,18.0,0.08,&lt RL,0.26,245.0,128,632.0,1,0,2,807.0,512.0,1382.0,53.0,32,68.0,22,6,114,4,3,7
Route 83,Calumet-Sag Channel,2008,1.38,0.95,2.73,-9789029.93158179,5115601.921870255,4.48,2.52,7.62,185.0,9.0,1800.0,10.0,1,27.0,0.33,0.1,1.09,153.0,63,330.0,1,1,2,651.0,408.0,978.0,113.0,67,158.0,17,7,48,4,2,5
Route 83,Chicago Sanitary and Ship Canal,2008,0.86,0.32,1.56,-9789421.360370245,5116449.74955103,6.33,0.16,10.82,855.0,110.0,32000.0,4.0,1,12.0,0.57,0.31,1.08,169.0,69,517.0,1,1,2,615.0,302.0,882.0,68.0,36,96.0,13,6,55,4,3,4
Springinsguth Rd.,West Branch Du Page River,2008,0.24,0.09,0.84,-9809372.143319122,5162219.006850576,0.6,0.02,1.53,3100.0,200.0,110000.0,14.0,2,43.0,0.63,0.04,2.93,243.0,64,924.0,2,1,5,932.0,248.0,1982.0,78.0,18,146.0,29,8,60,11,5,19
Stephen Street,Des Plaines River,2008,0.7,0.29,1.25,-9796385.089554068,5113414.579669373,5.05,2.51,9.07,90.0,10.0,3900.0,22.0,2,72.0,0.09,&lt RL,0.28,198.0,24,696.0,1,1,1,822.0,452.0,1328.0,77.0,47,99.0,29,6,50,4,3,5
Stephen Street,Chicago Sanitary and Ship Canal,2008,0.93,0.33,1.47,-9796052.154215598,5113077.68374999,5.64,0.12,9.39,565.0,90.0,58000.0,6.0,2,16.0,0.47,0.24,0.81,167.0,57,412.0,1,1,2,620.0,262.0,838.0,79.0,36,107.0,20,8,63,4,3,4
Touhy Avenue,North Shore Channel,2008,1.04,0.52,1.87,-9763880.193364626,5162772.158302309,6.76,2.96,10.49,7550.0,3800.0,11000.0,2.0,&lt RL,7.0,0.59,0.06,1.6,135.0,71,407.0,2,1,3,545.0,332.0,956.0,52.0,33,76.0,10,5,24,3,2,4
Walnut Street,West Branch Du Page River,2008,2.42,0.34,4.02,-9811290.549648687,5160344.011074602,9.38,1.68,15.38,2250.0,30.0,15000.0,7.0,2,18.0,0.17,0.01,0.35,151.0,89,542.0,2,1,2,627.0,376.0,1334.0,71.0,35,119.0,22,4,79,6,4,9
Wells Street,Chicago River,2008,0.34,0.03,0.8,-9755339.676982597,5144145.544547021,2.6,0.12,5.38,650.0,100.0,160000.0,2.0,1,5.0,0.3,0.04,0.66,105.0,14,449.0,1,0,2,428.0,176.0,728.0,41.0,21,64.0,9,1,18,2,1,4
Wentworth Avenue,Little Calumet River,2008,0.59,0.3,0.85,-9743762.861862704,5099049.677060608,4.85,0.79,8.33,3000.0,260.0,9300.0,6.0,1,14.0,0.26,0.1,0.42,162.0,41,189.0,1,1,2,731.0,330.0,908.0,135.0,55,191.0,31,15,44,6,4,7
Wille Road,Higgins Creek,2008,1.18,0.36,2.32,-9789066.534741784,5163778.873133089,7.98,3.97,11.97,840.0,9.0,6900.0,2.0,1,4.0,0.38,0.09,0.7,188.0,143,610.0,2,1,2,824.0,660.0,1374.0,90.0,60,109.0,9,1,36,5,3,6
Willow Springs Road,Des Plaines River,2008,0.66,0.23,1.18,-9782918.22214516,5121485.94585754,4.88,2.54,9.53,210.0,20.0,1400.0,22.0,1,79.0,0.09,&lt RL,0.32,208.0,150,603.0,1,1,2,801.0,458.0,1362.0,78.0,61,90.0,28,10,50,4,3,6
Wilson Avenue,North Branch Chicago River,2008,0.96,0.4,1.58,-9762427.895694705,5155720.021993471,6.26,2.78,10.72,5300.0,3100.0,13000.0,3.0,1,6.0,0.57,0.21,1.5,166.0,89,554.0,2,1,2,642.0,380.0,1172.0,55.0,34,75.0,19,4,67,3,3,4
Wolf Road,Salt Creek,2008,0.76,0.35,1.42,-9785016.345950184,5134927.534095098,7.06,3.02,13.79,145.0,60.0,3600.0,9.0,1,19.0,0.17,0.06,0.47,252.0,136,792.0,1,1,2,895.0,498.0,1516.0,83.0,57,111.0,32,11,137,4,3,5
130th Street,Calumet River,2007,0.04,0.01,0.06,-9748530.69045206,5110104.230203494,0.68,0.27,1.22,10.0,9.0,430.0,4.0,1,14.0,0.16,0.04,0.41,53.0,34,175.0,1,0,2,388.0,212.0,642.0,83.0,29,160.0,7,1,19,3,2,4
170th Street,Thorn Creek,2007,1.48,0.39,3.77,-9748874.28283881,5099238.777878965,5.49,0.95,13.38,840.0,40.0,4900.0,9.0,3,26.0,0.19,0.05,0.66,145.0,43,327.0,1,1,2,974.0,332.0,1822.0,352.0,67,828.0,35,4,70,5,4,8
Albany Avenue,North Branch Chicago River,2007,0.81,0.2,1.85,-9764088.462110575,5156857.124687181,4.07,1.11,10.0,430.0,220.0,5200.0,9.0,2,31.0,0.11,&lt RL,0.39,267.0,153,506.0,1,1,3,837.0,500.0,1788.0,60.0,37,79.0,17,4,41,4,3,5
Archer Avenue,Bubbly Creek,2007,0.61,0.14,1.28,-9758696.948071493,5136817.240627698,3.9,1.27,6.8,110.0,40.0,690000.0,7.0,0,22.0,0.64,0.31,1.28,79.0,52,726.0,2,1,2,549.0,262.0,1444.0,46.0,22,68.0,10,7,13,3,2,5
Arlington Heights Road,Salt Creek,2007,0.51,0.08,2.86,-9796254.99295483,5162818.28541295,7.1,1.95,16.68,270.0,40.0,2300.0,14.0,3,31.0,0.11,0.03,0.26,215.0,129,538.0,1,1,2,779.0,522.0,1384.0,77.0,45,99.0,10,1,24,4,3,6
Ashland Avenue,Little Calumet River,2007,0.83,0.39,1.7,-9758345.734333793,5108959.791525536,3.25,0.85,8.91,640.0,140.0,7500.0,7.0,2,24.0,0.23,0.07,0.64,137.0,40,429.0,1,1,2,795.0,282.0,1392.0,223.0,54,587.0,35,8,94,7,4,13
Ashland Avenue,Calumet-Sag Channel,2007,0.96,0.47,1.35,-9758306.686186207,5109440.062465825,4.26,2.09,8.26,2700.0,520.0,6400.0,7.0,1,39.0,0.3,0.15,0.57,108.0,65,571.0,1,1,2,588.0,364.0,1146.0,91.0,55,159.0,18,4,48,5,3,7
Belmont Avenue,Des Plaines River,2007,0.74,0.25,1.41,-9779371.53102385,5151588.097147647,3.95,1.04,8.48,380.0,99.0,3200.0,6.0,1,16.0,0.12,0.04,0.26,178.0,85,408.0,1,1,3,662.0,466.0,950.0,71.0,34,97.0,26,8,53,6,4,10
Brookfield Avenue,Salt Creek,2007,0.76,0.27,1.19,-9778479.118246686,5134478.740255858,5.56,2.4,11.41,1100.0,210.0,41000.0,7.0,1,23.0,0.17,0.06,0.32,226.0,97,659.0,1,1,2,761.0,342.0,1206.0,80.0,40,121.0,25,2,44,4,3,6
Burnham Avenue ,Wolf Lake Drain,2007,0.05,0.02,0.07,-9744778.986089032,5110875.941051556,0.16,0.02,0.35,70.0,9.0,3100.0,6.0,2,14.0,0.13,0.02,0.34,62.0,44,119.0,1,1,1,289.0,232.0,332.0,44.0,33,60.0,5,&lt RL,17,4,3,5
Burnham Avenue,Grand Calumet River,2007,1.21,0.27,3.93,-9744810.951107476,5105915.20396417,1.81,0.05,6.73,1700.0,90.0,490000.0,101.0,4,691.0,2.22,0.42,5.73,132.0,103,196.0,5,1,16,728.0,546.0,982.0,196.0,97,575.0,19,4,66,18,5,108
Central Street,North Shore Channel,2007,0.07,0.01,0.19,-9761286.946422856,5170628.61713302,0.31,0.19,0.57,60.0,9.0,1300.0,6.0,1,22.0,0.16,0.04,0.47,17.0,13,265.0,1,0,1,254.0,164.0,694.0,30.0,18,57.0,6,&lt RL,23,2,1,3
Cicero Avenue,Chicago Sanitary and Ship Canal,2007,0.76,0.42,1.42,-9767527.508297496,5134013.305608013,4.5,2.64,7.62,220.0,70.0,480000.0,5.0,1,16.0,0.59,0.24,1.17,129.0,50,960.0,1,1,2,630.0,278.0,1844.0,49.0,29,68.0,17,5,22,3,2,5
Cicero Avenue,Calumet-Sag Channel,2007,0.99,0.53,1.76,-9766975.298081215,5109491.834437173,3.92,1.91,6.94,1400.0,130.0,8600.0,8.0,1,43.0,0.26,0.11,0.56,120.0,65,620.0,1,1,2,602.0,366.0,1260.0,94.0,55,155.0,20,7,37,5,3,7
Damen Avenue,Chicago Sanitary and Ship Canal,2007,0.69,0.39,1.31,-9759974.102935707,5137287.498239143,4.15,2.09,6.55,175.0,40.0,710000.0,5.0,1,14.0,0.56,0.23,1.16,115.0,48,758.0,1,1,2,599.0,252.0,1522.0,46.0,21,64.0,18,8,35,3,2,5
Dempster Street,North Branch Chicago River,2007,0.88,0.21,2.02,-9772519.197048591,5167261.607014383,3.97,1.13,9.85,450.0,140.0,5600.0,10.0,2,32.0,0.16,0.11,0.25,286.0,131,560.0,1,1,2,832.0,488.0,2016.0,60.0,38,80.0,17,10,25,4,3,5
Devon Avenue,Salt Creek,2007,0.55,0.09,2.87,-9795587.075606022,5159923.790866642,7.01,1.62,15.81,745.0,60.0,22000.0,14.0,4,31.0,0.11,0.02,0.25,222.0,131,736.0,1,1,2,766.0,488.0,1352.0,76.0,44,99.0,15,4,31,4,3,6
Diversey Parkway,North Branch Chicago River,2007,1.11,0.44,1.87,-9760793.273420712,5150867.342273781,6.47,2.91,8.3,3450.0,1200.0,9200.0,2.0,1,7.0,0.7,0.26,1.95,150.0,90,412.0,2,1,3,603.0,378.0,1030.0,52.0,39,72.0,11,7,20,4,3,5
Dundee Road,West Fork North Branch Chicago River,2007,1.04,0.28,2.17,-9777719.3660057,5181767.818476338,4.63,1.22,10.33,2100.0,290.0,36000.0,6.0,4,7.0,0.32,0.12,0.74,239.0,235,473.0,1,1,2,1577.0,628.0,4010.0,56.0,36,78.0,26,4,49,4,2,5
Elmhurst Road,Higgins Creek,2007,0.11,0.05,0.16,-9789503.463971144,5164194.269628853,0.4,0.15,0.53,1800.0,410.0,25000.0,15.0,8,28.0,0.17,0.04,0.44,282.0,54,422.0,1,1,1,623.0,186.0,930.0,37.0,16,65.0,26,13,39,5,4,6
Ewing Avenue,Calumet River,2007,0.03,0.01,0.06,-9745075.86152176,5120263.120285954,0.37,0.22,0.65,10.0,9.0,30.0,1.0,0,2.0,0.09,0.01,0.19,35.0,15,109.0,0,0,0,236.0,154.0,386.0,32.0,22,59.0,6,&lt RL,14,1,1,2
Foster Avenue,North Shore Channel,2007,1.45,0.72,2.12,-9763248.504184216,5157380.484896455,7.58,4.6,11.64,7700.0,5200.0,30000.0,1.0,0,2.0,1.21,0.54,3.09,128.0,85,812.0,2,1,4,698.0,362.0,1680.0,51.0,37,66.0,6,1,11,4,3,5
Frontage Road,Skokie River,2007,1.25,0.26,2.67,-9769467.187323028,5174142.560835846,5.58,1.38,12.25,200.0,30.0,2600.0,18.0,3,55.0,0.12,0.03,0.44,214.0,120,476.0,1,1,2,677.0,436.0,1080.0,59.0,35,76.0,19,3,30,4,4,5
Glenview Road,North Branch Chicago River,2007,1.03,0.19,2.32,-9770990.71844705,5171319.185344051,4.52,1.23,10.13,480.0,130.0,12000.0,12.0,1,39.0,0.18,0.08,0.37,237.0,142,576.0,1,1,2,747.0,468.0,1470.0,60.0,36,78.0,14,1,31,4,3,6
Golf Road,West Fork North Branch Chicago River,2007,0.67,0.21,1.91,-9771841.694236573,5169273.313312094,3.49,1.24,11.34,530.0,200.0,5200.0,12.0,4,22.0,0.22,0.11,0.46,300.0,165,554.0,1,1,2,1134.0,540.0,3884.0,69.0,40,95.0,12,3,29,4,2,5
Grand Avenue,North Branch Chicago River,2007,1.11,0.4,2.35,-9756156.248665707,5144758.297382973,6.43,2.74,10.35,1300.0,370.0,3700.0,5.0,2,12.0,0.71,0.36,0.93,143.0,97,567.0,2,1,3,658.0,398.0,1632.0,54.0,44,69.0,16,9,28,4,3,5
